eq_a,eq_b,n,goles,over25,btts,ultimos
Ajaccio,Angers,2,2.0,0.5,0.5,Aja1-0Ang;Ang1-2Aja
Ajaccio,Auxerre,2,2.0,0.5,0.0,Aux1-0Aja;Aja0-3Aux
Ajaccio,Brest,2,0.5,0.0,0.0,Bre0-1Aja;Aja0-0Bre
Ajaccio,Clermont,2,3.5,1.0,1.0,Aja1-3Cle;Cle2-1Aja
Ajaccio,Lens,2,1.5,0.5,0.0,Aja0-0Len;Len3-0Aja
Ajaccio,Lille,2,3.5,1.0,0.5,Aja1-3Lil;Lil3-0Aja
Ajaccio,Lorient,2,2.0,0.5,0.0,Aja0-1Lor;Lor3-0Aja
Ajaccio,Lyon,2,2.5,0.5,0.5,Lyo2-1Aja;Aja0-2Lyo
Ajaccio,Marseille,2,2.0,0.5,0.5,Mar1-2Aja;Aja1-0Mar
Ajaccio,Monaco,2,5.0,0.5,0.5,Mon7-1Aja;Aja0-2Mon
Ajaccio,Montpellier,2,1.5,0.0,0.0,Mon2-0Aja;Aja0-1Mon
Ajaccio,Nantes,2,3.0,0.5,0.5,Nan2-2Aja;Aja0-2Nan
Ajaccio,Nice,2,2.0,0.5,0.0,Aja0-1Nic;Nic3-0Aja
Ajaccio,Paris SG,2,4.0,1.0,0.0,Aja0-3Par;Par5-0Aja
Ajaccio,Reims,2,1.0,0.0,0.0,Aja0-1Rei;Rei1-0Aja
Ajaccio,Rennes,2,4.0,1.0,0.5,Ren2-1Aja;Aja0-5Ren
Ajaccio,Strasbourg,2,5.0,1.0,1.0,Aja4-2Str;Str3-1Aja
Ajaccio,Toulouse,2,1.0,0.0,0.0,Tou2-0Aja;Aja0-0Tou
Ajaccio,Troyes,2,2.5,0.5,1.0,Tro1-1Aja;Aja2-1Tro
Angers,Auxerre,7,2.71,0.43,0.57,Aux1-0Ang;Ang2-0Aux;Ang2-0Aux;Aux3-1Ang;Aux1-3Ang
Angers,Bordeaux,2,3.5,0.5,1.0,Bor1-1Ang;Ang4-1Bor
