fecha,local,visitante,gl,gv,b365c_1,b365c_x,b365c_2,avgc_1,avgc_x,avgc_2,b365c_over25,b365c_under25
2026-08-09,Instituto,Gimnasia Mendoza,1,0,,,,1.54,3.67,6.36,,
2026-08-10,Banfield,Belgrano,0,2,,,,2.93,2.92,2.52,,
2026-08-10,Argentinos Jrs,Racing Club,2,1,,,,1.98,3.02,4.09,,
2026-08-11,Union de Santa Fe,Central Cordoba,1,2,,,,1.63,3.48,5.61,,
2026-08-12,Talleres Cordoba,Lanus,0,3,,,,2.33,2.77,3.44,,
2026-08-15,Newells Old Boys,Dep. Riestra,2,0,,,,2.77,2.71,2.87,,
2026-08-15,Belgrano,Ind. Rivadavia,2,0,,,,1.79,3.23,4.8,,
2026-08-15,Estudiantes L.P.,Gimnasia L.P.,4,0,,,,1.98,2.95,4.26,,
2026-08-15,San Lorenzo,Union de Santa Fe,1,0,,,,2.78,2.97,2.64,,
2026-08-15,Racing Club,Banfield,0,1,,,,1.59,3.64,5.79,,
2026-08-15,Aldosivi,Tigre,0,0,,,,3.17,2.73,2.52,,
2026-08-16,River Plate,Argentinos Jrs,2,0,,,,1.88,3.18,4.34,,
2026-08-16,Sarmiento Junin,Huracan,2,0,,,,3.06,2.82,2.52,,
2026-08-16,Platense,Boca Juniors,1,1,,,,5.01,3.2,1.77,,
2026-08-17,Barracas Central,Rosario Central,0,1,,,,2.62,2.71,3.07,,
2026-08-17,Central Cordoba,Instituto,0,1,,,,4.01,3.01,2.02,,
2026-08-17,Estudiantes Rio Cuarto,Atl. Tucuman,0,1,,,,3.58,2.82,2.26,,
2026-08-17,Lanus,Independiente,1,3,,,,2.01,2.98,4.07,,
2026-08-17,Velez Sarsfield,Defensa y Justicia,1,1,,,,1.98,3.21,3.81,,
2026-08-18,Gimnasia Mendoza,Talleres Cordoba,3,1,,,,2.94,2.88,2.53,,
2026-08-21,Aldosivi,Union de Santa Fe,1,3,,,,2.68,2.93,2.75,,
2026-08-22,Estudiantes Rio Cuarto,San Lorenzo,0,0,,,,3.57,2.63,2.4,,
2026-08-22,Atl. Tucuman,Instituto,0,0,,,,2.8,2.87,2.68,,
2026-08-22,Gimnasia L.P.,Gimnasia Mendoza,2,3,,,,1.79,3.25,4.63,,
2026-08-22,Independiente,Ind. Rivadavia,0,0,,,,2.37,2.89,3.22,,
2026-08-23,River Plate,Velez Sarsfield,2,2,,,,1.62,3.39,5.97,,
2026-08-23,Belgrano,Defensa y Justicia,1,2,,,,1.81,3.3,4.48,,
2026-08-23,Sarmiento Junin,Estudiantes L.P.,2,0,,,,2.99,2.91,2.49,,
2026-08-23,Barracas Central,Platense,1,2,,,,2.46,2.72,3.25,,
2026-08-23,Newells Old Boys,Banfield,2,1,,,,2.07,3.02,3.77,,
2026-08-23,Huracan,Dep. Riestra,0,0,,,,2.31,2.5,3.98,,
2026-08-24,Racing Club,Boca Juniors,1,1,,,,3.07,2.88,2.46,,
2026-08-24,Tigre,Central Cordoba,2,1,,,,1.63,3.35,6.19,,
2026-08-25,Talleres Cordoba,Rosario Central,2,2,,,,2.95,2.91,2.52,,
2026-08-25,Lanus,Argentinos Jrs,1,1,,,,2.48,2.88,3.02,,
2026-08-28,Union de Santa Fe,Sarmiento Junin,4,1,,,,1.92,3.14,4.17,,
2026-08-29,Boca Juniors,Lanus,1,0,,,,1.88,3.17,4.29,,
2026-08-29,Dep. Riestra,Velez Sarsfield,1,1,,,,2.52,2.72,3.16,,
2026-08-29,Rosario Central,Gimnasia L.P.,1,2,,,,1.57,3.7,5.77,,
2026-08-29,Huracan,Estudiantes Rio Cuarto,1,1,,,,1.66,3.09,6.52,,
2026-08-30,Argentinos Jrs,Aldosivi,2,1,,,,1.33,4.36,10.06,,
2026-08-30,Independiente,Gimnasia Mendoza,0,3,,,,1.77,3.29,4.77,,
2026-08-30,Atl. Tucuman,Belgrano,0,0,,,,2.51,2.81,3.08,,
2026-08-30,Talleres Cordoba,Central Cordoba,0,0,,,,1.79,3.26,4.86,,
2026-08-30,Banfield,River Plate,2,3,,,,7.07,3.87,1.46,,
2026-08-31,Ind. Rivadavia,Racing Club,3,1,,,,1.95,3.12,4.05,,
2026-08-31,Estudiantes L.P.,Newells Old Boys,0,0,,,,1.6,3.45,6.14,,
2026-08-31,Defensa y Justicia,Platense,1,0,,,,2.49,2.86,3.04,,
2026-09-01,Tigre,Barracas Central,0,0,,,,1.81,2.98,5.08,,
2026-09-01,Instituto,San Lorenzo,1,0,,,,1.88,2.99,4.59,,
2026-09-04,Belgrano,Huracan,1,1,,,,2.01,2.9,4.23,,
2026-09-04,Platense,Dep. Riestra,1,1,,,,2.72,2.7,2.94,,
2026-09-04,Estudiantes Rio Cuarto,Sarmiento Junin,0,2,,,,3.39,2.77,2.35,,
2026-09-05,Gimnasia Mendoza,Boca Juniors,2,2,,,,3.08,2.9,2.42,,
2026-09-05,San Lorenzo,Talleres Cordoba,1,0,,,,2.31,2.95,3.24,,
2026-09-05,Gimnasia L.P.,Tigre,2,1,,,,2.37,2.84,3.26,,
2026-09-05,Aldosivi,Banfield,3,1,,,,2.65,2.94,2.76,,
2026-09-06,Central Cordoba,Independiente,0,1,,,,3.13,3.0,2.37,,
2026-09-06,Lanus,Defensa y Justicia,1,0,,,,1.84,3.19,4.48,,
2026-09-06,Rosario Central,Newells Old Boys,1,1,,,,1.56,3.6,6.17,,
2026-09-06,River Plate,Ind. Rivadavia,3,1,,,,1.67,3.42,5.35,,
2026-09-06,Velez Sarsfield,Estudiantes L.P.,1,0,,,,2.66,2.69,2.99,,
2026-09-07,Barracas Central,Argentinos Jrs,0,0,,,,3.95,2.87,2.08,,
2026-09-07,Racing Club,Atl. Tucuman,1,2,,,,1.99,3.04,4.05,,
2026-09-08,Union de Santa Fe,Instituto,3,2,,,,2.86,2.88,2.61,,
2026-09-11,Defensa y Justicia,Gimnasia Mendoza,2,0,,,,1.97,3.33,3.67,,
2026-09-11,Newells Old Boys,Velez Sarsfield,1,1,,,,2.64,2.89,2.82,,
2026-09-12,Ind. Rivadavia,Aldosivi,4,3,,,,1.4,4.19,7.73,,
2026-09-12,Atl. Tucuman,River Plate,1,2,,,,3.92,3.01,2.03,,
2026-09-12,Boca Juniors,Central Cordoba,3,1,,,,1.55,3.79,6.16,,
2026-09-12,Estudiantes L.P.,Platense,2,1,,,,1.97,2.96,4.25,,
2026-09-13,Independiente,San Lorenzo,1,1,,,,2.05,2.94,3.99,,
2026-09-13,Argentinos Jrs,Gimnasia L.P.,1,1,,,,1.73,3.38,4.9,,
2026-09-13,Tigre,Rosario Central,0,1,,,,3.28,2.75,2.44,,
2026-09-13,Sarmiento Junin,Belgrano,1,1,,,,3.18,2.91,2.35,,
2026-09-13,Talleres Cordoba,Union de Santa Fe,2,1,,,,2.13,2.95,3.68,,
2026-09-14,Huracan,Racing Club,2,1,,,,2.53,2.8,3.06,,
2026-09-14,Banfield,Barracas Central,1,1,,,,2.5,2.79,3.12,,
2026-09-14,Dep. Riestra,Lanus,0,3,,,,3.03,2.61,2.71,,
2026-09-15,Instituto,Estudiantes Rio Cuarto,2,1,,,,1.43,3.74,9.15,,
