fecha,local,visitante,gl,gv,b365c_1,b365c_x,b365c_2,avgc_1,avgc_x,avgc_2,b365c_over25,b365c_under25
2026-07-26,Bragantino,Coritiba,0,0,,,,1.56,3.87,5.65,,
2026-07-26,Cruzeiro,Botafogo RJ,0,1,,,,1.72,3.77,4.27,,
2026-07-26,Bahia,Corinthians,1,1,,,,2.3,3.13,3.05,,
2026-07-26,Vasco,Mirassol,1,1,,,,1.98,3.28,3.68,,
2026-07-26,Remo,Vitoria,2,0,,,,2.31,3.23,2.92,,
2026-07-29,Internacional,Flamengo RJ,1,1,,,,3.43,3.35,2.03,,
2026-07-29,Mirassol,Remo,2,1,,,,1.71,3.66,4.57,,
2026-07-30,Corinthians,Athletico-PR,0,0,,,,2.21,2.94,3.45,,
2026-07-30,Vitoria,Palmeiras,0,4,,,,3.99,3.09,1.96,,
2026-07-30,Fluminense,Bahia,0,0,,,,1.67,3.68,4.8,,
2026-07-31,Coritiba,Cruzeiro,0,1,,,,3.19,3.1,2.25,,
2026-08-08,Remo,Atletico-MG,2,2,,,,2.69,3.06,2.67,,
2026-08-08,Gremio,Sao Paulo,2,1,,,,2.29,3.06,3.22,,
2026-08-09,Cruzeiro,Mirassol,3,1,,,,1.65,3.58,5.25,,
2026-08-09,Botafogo RJ,Fluminense,1,1,,,,2.26,3.13,3.21,,
2026-08-09,Coritiba,Chapecoense-SC,2,1,,,,1.64,3.67,5.27,,
2026-08-09,Bahia,Vasco,0,0,,,,1.99,3.44,3.55,,
2026-08-09,Palmeiras,Internacional,0,0,,,,1.56,4.04,5.41,,
2026-08-09,Flamengo RJ,Vitoria,2,0,,,,1.23,5.76,11.23,,
2026-08-09,Santos,Athletico-PR,0,2,,,,2.06,3.24,3.55,,
2026-08-09,Bragantino,Corinthians,0,2,,,,2.22,3.0,3.44,,
2026-08-15,Athletico-PR,Bragantino,1,1,,,,2.0,3.23,3.78,,
2026-08-15,Fluminense,Palmeiras,3,2,,,,2.95,3.09,2.43,,
2026-08-16,Mirassol,Flamengo RJ,1,5,,,,4.25,3.49,1.81,,
2026-08-16,Vasco,Santos,0,3,,,,1.91,3.4,3.97,,
2026-08-16,Atletico-MG,Gremio,3,0,,,,1.73,3.53,4.76,,
2026-08-16,Chapecoense-SC,Bahia,3,3,,,,3.36,3.31,2.11,,
2026-08-16,Sao Paulo,Coritiba,1,1,,,,1.68,3.43,5.34,,
2026-08-16,Vitoria,Botafogo RJ,1,0,,,,2.22,3.27,3.16,,
2026-08-16,Corinthians,Cruzeiro,1,2,,,,1.93,3.15,4.23,,
2026-08-18,Internacional,Remo,1,1,,,,1.45,4.24,6.6,,
2026-08-22,Internacional,Atletico-MG,0,0,,,,1.78,3.45,4.51,,
2026-08-22,Fluminense,Remo,2,1,,,,1.48,3.96,6.93,,
2026-08-23,Vitoria,Bahia,0,2,,,,2.67,3.09,2.65,,
2026-08-23,Chapecoense-SC,Sao Paulo,1,0,,,,3.94,3.23,1.96,,
2026-08-23,Santos,Mirassol,1,1,,,,1.73,3.63,4.46,,
2026-08-23,Coritiba,Corinthians,2,1,,,,2.84,2.87,2.68,,
2026-08-23,Palmeiras,Vasco,4,1,,,,1.6,3.78,5.43,,
2026-08-23,Cruzeiro,Flamengo RJ,2,1,,,,3.48,3.36,2.05,,
2026-08-23,Bragantino,Gremio,1,0,,,,1.57,3.89,5.47,,
2026-08-25,Botafogo RJ,Athletico-PR,2,3,,,,2.34,3.22,2.95,,
2026-08-29,Atletico-MG,Vitoria,2,1,,,,1.88,3.31,4.19,,
2026-08-30,Flamengo RJ,Botafogo RJ,3,0,,,,1.28,5.55,9.37,,
2026-08-30,Corinthians,Santos,0,1,,,,1.87,3.28,4.31,,
2026-08-30,Bahia,Internacional,3,2,,,,1.78,3.58,4.28,,
2026-08-30,Athletico-PR,Fluminense,3,3,,,,2.33,3.05,3.16,,
2026-08-30,Gremio,Chapecoense-SC,3,1,,,,1.52,4.01,6.05,,
2026-08-30,Mirassol,Palmeiras,1,1,,,,3.42,3.3,2.1,,
2026-08-30,Sao Paulo,Bragantino,2,1,,,,2.44,3.11,2.94,,
2026-08-30,Vasco,Cruzeiro,3,1,,,,1.94,3.4,3.78,,
2026-09-01,Remo,Coritiba,2,3,,,,2.04,3.2,3.7,,
2026-09-02,Flamengo RJ,Mirassol,2,0,,,,1.21,6.07,11.85,,
2026-09-05,Sao Paulo,Atletico-MG,2,0,,,,1.93,3.25,4.04,,
2026-09-05,Bragantino,Bahia,2,3,,,,1.88,3.64,3.78,,
2026-09-06,Corinthians,Chapecoense-SC,1,2,,,,1.43,4.35,7.08,,
2026-09-06,Botafogo RJ,Palmeiras,0,0,,,,3.18,3.48,2.12,,
2026-09-06,Remo,Flamengo RJ,0,1,,,,6.65,4.48,1.43,,
2026-09-06,Internacional,Santos,2,3,,,,1.96,3.33,3.81,,
2026-09-06,Cruzeiro,Athletico-PR,3,1,,,,1.7,3.73,4.63,,
2026-09-06,Coritiba,Mirassol,1,2,,,,2.57,3.18,2.7,,
2026-09-06,Fluminense,Vasco,1,0,,,,2.32,3.13,3.12,,
2026-09-08,Vitoria,Gremio,1,0,,,,2.12,3.25,3.38,,
